actual,predicted
0.023647606,0.4509945
0.024666125,0.45006415
0.026429104,0.44926238
0.02680113,0.44950396
0.026921665,0.44996727
0.031737495,0.45041004
0.031214051,0.45227087
0.034164194,0.45061392
0.032580387,0.45201465
0.032226168,0.45070955
0.030847436,0.45011967
0.030496022,0.4500407
0.032120593,0.44978434
0.03332194,0.44937953
0.033134516,0.45094037
0.033290874,0.4500029
0.04042036,0.44953105
0.042053428,0.45334148
0.040868532,0.45257285
0.040371377,0.4513755
0.040513948,0.4513252
0.0426066,0.45168975
0.041825876,0.45290723
0.04089023,0.4518727
0.04531025,0.45129827
0.045237504,0.45142165
0.04204066,0.45299676
0.04416492,0.4522548
0.04194993,0.45208025
0.042165913,0.45289832
0.0428236,0.4533119
0.043072116,0.45267576
0.04307282,0.45313153
0.042089116,0.4537162
0.041154888,0.45412397
0.041142482,0.4537676
0.040537138,0.4537674
0.033572067,0.4538018
0.03131952,0.45247352
0.032029867,0.45223376
0.03202457,0.45186168
0.032427795,0.4522519
0.029672027,0.45275402
0.03183138,0.4519006
0.03333867,0.45128435
0.027669394,0.45168716
0.028254379,0.451661
0.03250869,0.450745
0.029718608,0.4532442
0.029941993,0.45158854
0.029531363,0.4515887
0.030432113,0.45122415
0.034474466,0.45194277
0.042765483,0.45080745
0.0425342,0.452205
0.042733043,0.45425987
0.042784266,0.4541077
0.042747203,0.45481426
0.04271329,0.4549383
0.043439105,0.45461416
0.027700651,0.09240813
0.027802661,0.08803088
0.027873263,0.09395874
0.03604732,0.09774879
0.03848879,0.11491314
0.040834043,0.09114156
0.04124759,0.111473806
0.041567188,0.10611538
0.040911146,0.09657074
0.041410077,0.09906692
0.041202813,0.09550772
0.040626414,0.10173745
0.04066486,0.09933481
0.041094866,0.10318435
0.04097245,0.09788621
0.041618038,0.10058371
0.04139648,0.10798467
0.042412467,0.09588645
0.042248566,0.09566564
0.04200993,0.10044149
0.04211353,0.09862236
0.040413518,0.098963
0.040411152,0.102992155
0.040344477,0.09900198
0.03439518,0.10050077
0.031566154,0.09170348
0.028313113,0.09365491
0.029240815,0.098633535
0.02793037,0.08973447
0.027614528,0.095452346
0.026698295,0.09441618
0.026847526,0.09981153
0.026554862,0.09697644
0.027163055,0.09560383
0.027123976,0.09146706
0.027269298,0.099479
0.029596068,0.092924334
0.02865234,0.10566849
0.027251069,0.09229896
0.030570848,0.09847552
0.031464614,0.10593555
