actual,predicted
0.023647606,-0.03152968
0.024666125,-0.03819547
0.026429104,-0.03419973
0.02680113,-0.03136664
0.026921665,-0.032117203
0.031737495,-0.03353323
0.031214051,-0.029704098
0.034164194,-0.026983216
0.032580387,-0.025738735
0.032226168,-0.02568781
0.030847436,-0.024995074
0.030496022,-0.027641358
0.032120593,-0.028015302
0.03332194,-0.02349791
0.033134516,-0.02589497
0.033290874,-0.023905497
0.04042036,-0.022452917
0.042053428,-0.01882796
0.040868532,-0.014314439
0.040371377,-0.013311114
0.040513948,-0.014027823
0.0426066,-0.01470273
0.041825876,-0.01384072
0.04089023,-0.012496777
0.04531025,-0.0124883875
0.045237504,-0.0031857938
0.04204066,-0.0072918385
0.04416492,-0.011480577
0.04194993,-0.0061907023
0.042165913,-0.012412373
0.0428236,-0.012729451
0.043072116,-0.009174217
0.04307282,-0.009492587
0.042089116,-0.010354124
0.041154888,-0.012807127
0.041142482,-0.013381686
0.040537138,-0.012753863
0.033572067,-0.013283033
0.03131952,-0.023079742
0.032029867,-0.026781052
0.03202457,-0.024406083
0.032427795,-0.025779217
0.029672027,-0.02657941
0.03183138,-0.029922359
0.03333867,-0.023628857
0.027669394,-0.021684755
0.028254379,-0.03347738
0.03250869,-0.029841114
0.029718608,-0.02850223
0.029941993,-0.02973453
0.029531363,-0.029655507
0.030432113,-0.029635523
0.034474466,-0.0303175
0.042765483,-0.018860865
0.0425342,-0.0055099353
0.042733043,-0.011613902
0.042784266,-0.0100258365
0.042747203,-0.011367694
0.04271329,-0.011449028
0.043439105,-0.010409046
0.027700651,0.022376718
0.027802661,0.027394246
0.027873263,0.024655208
0.03604732,0.023103915
0.03848879,0.025264066
0.040834043,0.03766743
0.04124759,0.031724248
0.041567188,0.034172624
0.040911146,0.03846414
0.041410077,0.036549546
0.041202813,0.038832996
0.040626414,0.035829216
0.04066486,0.036178865
0.041094866,0.03476078
0.04097245,0.037423823
0.041618038,0.03604704
0.04139648,0.033882428
0.042412467,0.03850093
0.042248566,0.03965334
0.04200993,0.03722957
0.04211353,0.03771061
0.040413518,0.037638087
0.040411152,0.034272883
0.040344477,0.035752624
0.03439518,0.03509991
0.031566154,0.032690577
0.028313113,0.028637078
0.029240815,0.02295479
0.02793037,0.027950628
0.027614528,0.023741668
0.026698295,0.023902806
0.026847526,0.020816494
0.026554862,0.022069879
0.027163055,0.022305528
0.027123976,0.02495211
0.027269298,0.021429751
0.029596068,0.024314428
0.02865234,0.02169054
0.027251069,0.026124611
0.030570848,0.021961961
0.031464614,0.022668196
0.033603176,0.029708609
0.03348514,0.03274077
0.034907196,0.028752994
0.035871435,0.027482007
0.0375353,0.028859627
0.037687417,0.03696609
0.038185205,0.03097317
0.037774295,0.035206478
0.040244643,0.034884572
0.04740355,0.031403158
0.046861053,0.035028122
0.04846933,0.040231362
0.049403384,0.03904048
0.050013456,0.045545757
0.04993144,0.046119433
0.049964234,0.044886876
0.048173636,0.042488486
0.047865167,0.04334508
0.047623996,0.041405156
0.026398571,0.013559302
0.027367758,0.01394357
0.027009856,0.017934354
0.027339844,0.015657056
0.02833439,0.014071954
