actual,predicted
0.023647606,0.03732281
0.024666125,0.032826185
0.026429104,0.03494612
0.02680113,0.03692209
0.026921665,0.0367492
0.031737495,0.036102332
0.031214051,0.039353434
0.034164194,0.039939232
0.032580387,0.041542213
0.032226168,0.04079623
0.030847436,0.041032843
0.030496022,0.039381735
0.032120593,0.038891137
0.03332194,0.041529976
0.033134516,0.040784024
0.033290874,0.04147033
0.04042036,0.042222586
0.042053428,0.046487913
0.040868532,0.048743878
0.040371377,0.04860946
0.040513948,0.04812024
0.0426066,0.047855042
0.041825876,0.04900614
0.04089023,0.049171172
0.04531025,0.048855513
0.045237504,0.05483707
0.04204066,0.053035565
0.04416492,0.050030477
0.04194993,0.053348936
0.042165913,0.049840894
0.0428236,0.049829386
0.043072116,0.051746402
0.04307282,0.05171102
0.042089116,0.05146642
0.041154888,0.05015589
0.041142482,0.04940742
0.040537138,0.049680162
0.033572067,0.049383517
0.03131952,0.042708863
0.032029867,0.04027971
0.03202457,0.04153595
0.032427795,0.04087294
0.029672027,0.040622666
0.03183138,0.038186684
0.03333867,0.04187936
0.027669394,0.043365482
0.028254379,0.036123954
0.03250869,0.03797758
0.029718608,0.04018149
0.029941993,0.038486622
0.029531363,0.038476497
0.030432113,0.03836074
0.034474466,0.038336404
0.042765483,0.04497624
0.0425342,0.054017596
0.042733043,0.051019248
0.042784266,0.051869176
0.042747203,0.051376544
0.04271329,0.05143709
0.043439105,0.05198205
0.027700651,0.015718522
0.027802661,0.01969168
0.027873263,0.018106602
0.03604732,0.01705356
0.03848879,0.020120803
0.040834043,0.02967494
0.04124759,0.025925491
0.041567188,0.027843334
0.040911146,0.031099487
0.041410077,0.02973
0.041202813,0.03136148
0.040626414,0.029324144
0.04066486,0.029481918
0.041094866,0.028409928
0.04097245,0.030529875
0.041618038,0.02955658
0.04139648,0.028002795
0.042412467,0.031340744
0.042248566,0.032517076
0.04200993,0.030925024
0.04211353,0.03120112
0.040413518,0.031235117
0.040411152,0.028221566
0.040344477,0.029429242
0.03439518,0.02889017
0.031566154,0.025470532
0.028313113,0.021947738
0.029240815,0.017210161
0.02793037,0.020866117
0.027614528,0.017790345
0.026698295,0.017943138
0.026847526,0.01533391
0.026554862,0.016209304
0.027163055,0.016339192
0.027123976,0.018195678
0.027269298,0.015699584
0.029596068,0.017720634
0.02865234,0.016227335
0.027251069,0.01920411
0.030570848,0.015925478
0.031464614,0.016989207
0.033603176,0.022245482
0.03348514,0.024985537
0.034907196,0.022385221
0.035871435,0.021648888
0.0375353,0.022878971
0.037687417,0.029056575
0.038185205,0.024905678
0.037774295,0.028220993
0.040244643,0.027875394
0.04740355,0.025807153
0.046861053,0.029821321
0.04846933,0.03377942
0.049403384,0.033022705
0.050013456,0.038353786
0.04993144,0.038994547
0.049964234,0.038274568
0.048173636,0.036291286
0.047865167,0.03670861
0.047623996,0.035045452
0.026398571,0.03726401
0.027367758,0.037838444
0.027009856,0.03814459
0.027339844,0.03827917
0.02833439,0.039119333
0.029630866,0.03923061
0.03039642,0.04157269
0.02950427,0.042569615
0.036271222,0.040897366
0.036739282,0.046992905
0.036886524,0.048393995
0.03715263,0.048705447
0.039406203,0.04964102
0.038270872,0.050822273
0.038819954,0.050033327
0.036958013,0.05061312
0.037117753,0.048986476
0.03735259,0.04881573
0.037387684,0.049674094
0.037468348,0.049214665
0.03721726,0.04920251
0.037214838,0.04909429
0.036709186,0.048862603
0.036806762,0.048914827
0.035701785,0.04887517
0.035071068,0.04735502
0.034127086,0.046596687
0.032455426,0.04595341
0.034852926,0.043644585
0.030649507,0.047253154
0.029969526,0.04121992
0.029772716,0.04125262
0.02995475,0.041169234
0.027012974,0.04077582
0.026536398,0.037811026
0.025909552,0.03732807
0.026000679,0.03709481
0.025544154,0.037117723
0.026344681,0.036708966
0.026607165,0.03693737
0.02623291,0.037403196
0.026186135,0.0373512
0.025755195,0.0372245
0.02527795,0.036635436
0.025252089,0.036303427
0.02550924,0.036386423
0.02526653,0.036745586
0.025450777,0.036239855
0.027301043,0.03667864
0.024287779,0.03779536
0.020571752,0.035069328
0.023467736,0.031435333
0.023612259,0.0349591
0.022218777,0.03464187
0.02252167,0.032977283
0.022324491,0.03297753
0.027796924,0.033314906
0.027735736,0.03805283
0.02756093,0.03903263
0.02689639,0.038749285
0.02747498,0.027004274
0.027325692,0.027183484
0.028260466,0.026942486
0.028339125,0.028020922
0.028282518,0.02796638
0.029327838,0.027877258
0.029223274,0.028857505
0.025891013,0.028731514
0.025909036,0.0254962
0.028416164,0.025586314
0.030508947,0.028271325
0.030780543,0.030268501
0.03220625,0.030262824
0.038587965,0.031606246
0.037990376,0.038258776
0.038690478,0.037386946
0.03824925,0.037897713
0.038993612,0.037454512
0.03865201,0.038127303
0.038371623,0.037856445
0.03774233,0.03754037
0.037587337,0.03688336
0.037342913,0.036784485
0.037552197,0.036510617
0.037623707,0.036798816
0.037592255,0.036780488
0.036816373,0.03672324
0.036218435,0.035955034
0.036091488,0.035410807
0.036117844,0.035305772
0.035206378,0.03532338
0.033918597,0.03459973
0.033685826,0.033185393
0.03197947,0.033043325
0.025771942,0.03136701
0.024158733,0.02538712
0.023336822,0.023892904
0.023984946,0.02322928
0.021890238,0.023978487
0.022148877,0.021833941
0.022769704,0.022098131
0.023838576,0.022864394
0.023847055,0.023731966
0.024095358,0.023796331
0.023459686,0.02403582
0.023260714,0.023419833
0.02336367,0.02331821
0.023228938,0.023386938
0.02325556,0.023311095
0.023218116,0.023354638
0.02322729,0.0233504
0.02247988,0.023327991
0.022212306,0.0225421
0.022210233,0.022301788
0.022158569,0.022318974
0.020242635,0.022277964
0.02143354,0.020544004
0.021121254,0.021754242
0.019209616,0.021325393
0.019097738,0.019564174
0.017060654,0.032424375
0.016414503,0.033228092
0.018047754,0.031688474
0.016059378,0.031979498
0.016095564,0.031035462
0.016820183,0.030449279
0.018290726,0.032994844
0.019107297,0.034819283
0.020007715,0.03526725
0.025778005,0.03390859
0.026962504,0.04370454
0.027018325,0.040859036
0.026997203,0.042561263
0.03024523,0.042697236
0.03024065,0.04780463
0.032129243,0.045471348
0.031836256,0.045628153
0.035339158,0.04741115
0.038847536,0.05328178
0.04354682,0.05138199
0.04501997,0.061942585
0.047611345,0.062342934
0.04763058,0.06542143
0.04752302,0.06285682
0.04751172,0.06412243
0.048651513,0.06314238
0.049288668,0.062236544
0.0524795,0.06334469
0.052650437,0.06501314
0.05333714,0.06949925
0.05137114,0.06738114
0.05077652,0.066221386
0.052009735,0.06718055
0.05196494,0.06631364
0.050547156,0.06845265
0.051810045,0.06581183
0.0506428,0.066349596
0.050748393,0.066979155
0.048713766,0.0675787
0.04569876,0.06410163
0.04108468,0.061448496
0.039573144,0.057291258
0.035952527,0.05541977
0.035934683,0.052099656
0.035305507,0.052389804
0.03529592,0.05139114
0.03329176,0.05152031
0.0323746,0.04944512
0.025804302,0.047657575
0.02485975,0.0422464
0.022647338,0.040739365
0.021494033,0.037912704
0.021462193,0.03718307
0.018359872,0.037743114
0.018419964,0.034075424
0.018630615,0.03491798
0.0160939,0.03588116
0.016545948,0.031175604
0.016214691,0.032094542
0.015031608,0.032551065
0.026202325,0.017667172
0.024551526,0.02150079
0.029369932,0.019988043
0.029119864,0.024809496
0.029921288,0.024721442
0.030544277,0.025594614
0.031903945,0.026090914
0.031778105,0.027613988
0.03391425,0.02743168
0.034220897,0.029812144
0.034486894,0.030034674
0.0340208,0.030440005
0.034484,0.029871272
0.037403174,0.030323444
0.03746944,0.033320203
0.03752056,0.0335728
0.039283466,0.033673644
0.03975717,0.0354625
0.039702266,0.035848938
0.039637726,0.0358373
0.040190954,0.03584066
0.037705526,0.036444917
0.037627187,0.033806965
0.034176223,0.03379032
0.034527335,0.030141724
0.03245108,0.030517088
0.031917386,0.028191043
0.02936413,0.027699826
0.029214239,0.025076862
0.029061016,0.024868358
0.030105911,0.024588259
0.029816119,0.025937347
0.030153384,0.025551584
0.02972862,0.025991526
0.025908217,0.02548154
0.026132485,0.021417705
0.026224967,0.021611575
0.023615861,0.021788696
0.024126347,0.018990114
0.026187869,0.019528696
0.026099183,0.021940202
0.027721353,0.02181234
0.027901068,0.02335496
0.027984258,0.023661768
0.030569859,0.023894893
0.030463306,0.026562957
0.030270392,0.0264165
0.030210594,0.026269652
0.031626716,0.0262663
0.031643976,0.027742898
0.029615764,0.02777865
0.028186444,0.025682101
0.028170034,0.02413232
0.027892267,0.024126722
0.02788158,0.023882236
0.029813876,0.023804039
0.030996209,0.02574439
0.030853957,0.02714422
0.031205915,0.026964655
0.029606152,0.02726419
0.07249183,0.055803575
0.07619117,0.07005346
0.07619082,0.0724596
0.07660637,0.0701319
0.082312495,0.06984042
0.08441018,0.07433992
0.08434908,0.08045748
0.08532183,0.078836985
0.08883793,0.07855385
0.088975504,0.08546932
0.08867883,0.082290284
0.088786595,0.08354522
0.088855654,0.083500475
0.08964606,0.08289633
0.08988793,0.084928624
0.0898693,0.08477514
0.09210175,0.08377521
0.089799695,0.0845033
0.085074134,0.084266454
0.07414599,0.077720106
0.07324141,0.06696322
0.06280889,0.06583274
0.06319799,0.055101335
0.063200675,0.053737804
0.06534729,0.055677116
0.057955444,0.05938439
0.056790173,0.05002036
0.05946195,0.049715765
0.057574853,0.052735873
0.052586578,0.04901009
0.051622413,0.044603407
0.0513398,0.043558687
0.0511479,0.042563725
0.051402885,0.0423716
0.05011032,0.042049672
0.051660176,0.04077715
0.0518101,0.04404861
0.04706689,0.04319515
0.046804097,0.03765151
0.045359045,0.03716508
0.048327323,0.035270162
0.049409147,0.040412758
0.049469702,0.040979687
0.042484544,0.03987649
0.043960426,0.0323222
0.03988863,0.03501236
0.040037073,0.029523987
0.03900578,0.029305562
0.03491017,0.029561803
0.034873605,0.024314944
0.03392088,0.023702748
0.03271313,0.022834945
0.034024846,0.021546952
0.034089725,0.022643153
0.033729218,0.02342746
0.03622428,0.022569552
0.03474924,0.024826538
0.03761269,0.02330739
0.03761656,0.028160594
0.04075417,0.02637823
0.061834157,0.06758688
0.060475826,0.06939102
0.06190936,0.0677745
0.05984907,0.067818224
0.058058076,0.068288736
0.057723913,0.065236166
0.05672415,0.06433984
0.05703123,0.06437608
0.05667574,0.06513535
0.05685154,0.062460408
0.05400422,0.063953675
0.05377216,0.061513603
0.053755242,0.061305106
0.05138283,0.061399348
0.049807686,0.059928946
0.049814116,0.057672746
0.05231603,0.05784385
0.05066731,0.05905994
0.046404544,0.058706805
0.043663923,0.05501371
0.041036606,0.052107148
0.040849146,0.049664743
0.04087106,0.049962163
0.03826333,0.04985948
0.03669377,0.047719374
0.036411323,0.046708934
0.034368534,0.046108216
0.035506625,0.04429119
0.034898814,0.044761203
0.02615285,0.04445544
0.026645238,0.03708943
0.026558982,0.037057012
0.028204748,0.037461407
0.030214898,0.039279
0.030616028,0.03985426
0.030336346,0.041503508
0.030416317,0.040421188
0.02747372,0.0407196
0.029227464,0.037608035
0.029181955,0.039003406
0.02862711,0.039436493
0.028783571,0.03898481
0.028929941,0.038755193
0.028910868,0.039130762
0.029404646,0.039171293
0.028648525,0.040028047
0.028697006,0.03904652
0.028729131,0.03920938
0.027290203,0.039188903
0.028442321,0.037922084
0.028847786,0.039479915
0.029132856,0.03968095
0.030243734,0.039304662
0.029070392,0.04105608
0.026963988,0.039842807
0.024402494,0.037780285
0.02426779,0.035384133
0.027133338,0.03537107
0.027177874,0.03733173
0.025251446,0.038511403
0.016628642,0.011461461
0.015174851,0.011297118
0.015864825,0.009036399
0.014881072,0.011154396
0.015097535,0.00905316
0.015731899,0.010002702
0.015811305,0.009324929
0.015425723,0.010685448
0.015025691,0.0102936365
0.014336633,0.009179794
0.014219291,0.008648017
0.015108638,0.008892267
0.015087022,0.008699701
0.015160489,0.009471393
0.015855707,0.009356956
0.015920116,0.011407435
0.014838978,0.010333097
0.014548474,0.0088666
0.015190829,0.009049357
0.013172601,0.01061761
0.013159456,0.008044806
0.0133431675,0.0075260196
0.02754619,0.0073775994
0.030664109,0.019960582
0.03389982,0.030459523
0.033779383,0.02919881
0.034830716,0.031596236
0.035903573,0.03461801
0.035834033,0.032496847
0.035804175,0.034027677
0.037509866,0.03408876
0.037978992,0.038144797
0.038030192,0.037816904
0.03888448,0.035712518
0.039328746,0.0361935
0.039333187,0.039362803
0.040335663,0.039198592
0.040931307,0.037783206
0.04100199,0.0415546
0.04107375,0.039802156
0.041199755,0.039395485
0.041205514,0.04128823
0.041285254,0.04065099
0.03383143,0.039989755
0.033214137,0.032786224
0.029920427,0.028972588
0.030097434,0.027570626
0.02841216,0.027037682
0.027201649,0.0257047
0.027908208,0.023638476
0.028034987,0.02608324
0.025775928,0.025668094
0.025003148,0.02228662
0.024758417,0.021758547
0.02362332,0.022087168
0.022886654,0.019516492
0.022503667,0.018879993
0.020798434,0.01830779
0.019392246,0.016246881
0.020570476,0.015061604
0.01895429,0.01764176
0.018601429,0.017477823
0.016981425,0.017147783
0.01733126,0.015593583
0.017405251,0.015644679
0.017034948,0.015932927
0.01676223,0.015452109
0.017775292,0.015131
0.017986313,0.0159895
0.018618617,0.016255498
0.018902248,0.016790207
0.019285928,0.017124338
0.019178096,0.017443288
0.018881362,0.017520402
0.019450216,0.017116565
0.019295366,0.017536184
0.018218692,0.017576518
0.01610136,0.016467433
0.016143057,0.014436983
0.01629219,0.014448512
0.020492882,0.014702482
0.021444332,0.018298753
0.02144992,0.01978166
0.021646233,0.01953331
0.020744173,0.019789899
0.020750226,0.018838054
0.020788848,0.018782074
0.021040382,0.01869648
0.020198114,0.01889261
0.020178014,0.018143363
0.021258669,0.018274808
0.020973986,0.018950442
0.021213016,0.01902735
0.021224305,0.019335723
0.024798866,0.01916121
0.024192017,0.022897195
0.024199262,0.021863881
0.024200704,0.021963961
0.024189262,0.021939334
0.025204185,0.021974904
0.025076259,0.022734959
0.021111656,0.022831168
0.020278642,0.018941354
0.020343488,0.018263446
0.020133782,0.018296024
0.020131666,0.018000897
0.020241324,0.018109124
0.020227337,0.01804972
0.019931454,0.01813295
0.019960595,0.017815094
0.020075139,0.017879454
0.01926736,0.018084135
0.021098886,0.017331297
0.020418147,0.018685568
0.020471515,0.018364193
0.017826937,0.018386977
0.017957283,0.015563734
0.020999076,0.015969386
0.021773687,0.018515008
0.021758558,0.019454418
0.02179885,0.016320974
0.021901147,0.016372409
0.021891301,0.016650079
0.020363325,0.016474301
0.018347852,0.015172368
0.016094621,0.013521064
0.016140748,0.011732981
0.01605891,0.011958063
0.016010178,0.011743866
0.013238113,0.011508526
0.011700949,0.009519301
0.011909311,0.00823913
0.011886183,0.008055733
0.016950604,0.008189306
0.016931696,0.011422411
0.019035073,0.012335496
0.01903507,0.014612583
0.019107362,0.013866851
0.024142414,0.01404486
0.024188949,0.017334413
0.024185203,0.018005954
0.026326442,0.018135589
0.026459178,0.020565314
0.026561838,0.019853057
0.02664791,0.020017602
0.026622076,0.020346757
0.026640616,0.020231172
0.026964866,0.020310674
0.027619658,0.020760674
0.02758754,0.021391938
0.028455459,0.021138955
0.028598545,0.021513324
0.028492454,0.02213862
0.02851666,0.02190432
0.02690111,0.021894736
0.027070547,0.02126197
0.025213888,0.02091225
0.025215622,0.019252205
0.025412349,0.019228779
0.020084392,0.019282015
0.020048361,0.015278056
0.020036321,0.015175551
0.017333081,0.0151305795
0.016958024,0.012716154
0.01692096,0.012622409
0.016770124,0.012398245
0.017214598,0.012456771
0.01721833,0.013038015
0.016924685,0.012828914
0.016407652,0.01272315
0.016485881,0.012340227
0.014873983,0.012212738
0.015637176,0.010806752
0.015678164,0.011734402
0.015721133,0.011220507
0.011896871,0.011192815
0.011518541,0.008371238
0.01160475,0.0079367
0.011663971,0.0077444958
0.01117259,0.007948467
0.019099047,0.022341395
0.01940324,0.023186004
0.021206472,0.021747662
0.021031871,0.025635812
0.02056666,0.023573883
0.021766044,0.024186414
0.021862784,0.025876254
0.021769216,0.02492644
0.021771768,0.02440354
0.02459853,0.024555342
0.025477441,0.029035328
0.027407523,0.026652338
0.027150476,0.027756598
0.026221663,0.029545793
0.033649333,0.028401785
0.05421974,0.0312372
0.057239242,0.046168167
0.057468098,0.06067556
0.06898579,0.056327496
0.07056202,0.06061632
0.071684465,0.07195451
0.071432576,0.07284031
0.07259896,0.0703762
0.07308475,0.073328644
0.073065974,0.07356122
0.07319482,0.07121724
0.07291617,0.0701044
0.072896846,0.06996646
0.07459136,0.07097788
0.07547838,0.075160295
0.07564627,0.07505825
0.076037996,0.07052629
0.076746516,0.07132642
0.07691696,0.07098013
0.07776237,0.07484456
0.07462532,0.07663544
0.061187252,0.071868815
0.0581938,0.0586726
0.060453154,0.056661252
0.04684648,0.06079261
0.04488126,0.044975363
0.042758457,0.042186823
0.04270015,0.04043691
0.04064566,0.0410963
0.040949736,0.038869403
0.04098393,0.037229087
0.040545326,0.039970003
0.047538415,0.038866732
0.052176733,0.041129306
0.056576315,0.04604129
0.057982624,0.058523644
0.056682087,0.052083105
0.057187375,0.053332523
0.059430655,0.056367163
0.060562033,0.05241363
0.06040662,0.059421707
0.060863335,0.05883505
0.064901225,0.05869372
0.06490789,0.05708778
0.06453091,0.061858825
0.02402405,0.017335076
0.025641717,0.017340194
0.02572325,0.018924184
0.026717301,0.018874938
0.028170893,0.019629974
0.028000077,0.021480018
0.02790128,0.021150267
0.027597785,0.021016095
0.027600987,0.02081848
0.027592484,0.020789666
0.027563516,0.020592462
0.026900781,0.020674359
0.02730437,0.020168385
0.025093498,0.020621944
0.02510719,0.01847999
0.024645496,0.018236086
0.024542315,0.017672393
0.0249887,0.017640976
0.024953349,0.018398482
0.02529173,0.01822324
0.024329802,0.018708918
0.023117034,0.017779535
0.02156183,0.016623376
0.021264689,0.015107466
0.020004017,0.014733987
0.019076219,0.013458235
0.019425457,0.012479683
0.020420639,0.0129239615
0.02137488,0.014104186
0.022746755,0.014750553
0.022704335,0.016434057
0.022776056,0.016273083
0.02282073,0.016284022
0.022269793,0.016305212
0.020632269,0.015630424
0.021356883,0.014113339
0.02171942,0.014936494
0.021084076,0.015372867
0.021193316,0.014571911
0.021513179,0.0147759225
0.020815914,0.014910236
0.020444855,0.014352297
0.02029425,0.013974227
0.020250307,0.013827743
0.020339178,0.01380481
0.020367388,0.013916569
0.019505717,0.014050681
0.019143295,0.013202682
0.01899438,0.012762632
0.017453795,0.012705643
0.016366681,0.011077708
0.0168761,0.009871503
0.016774014,0.010631425
0.018466813,0.010338716
0.019239599,0.012202023
0.01947997,0.012502188
0.018556032,0.012850674
0.017072171,0.012039904
0.017291958,0.010577783
0.016438508,0.0109105725
0.086948454,0.08222387
0.08689314,0.08334494
0.08431049,0.083855405
0.084288515,0.08067125
0.087469704,0.08110351
0.09253869,0.084881626
0.08683383,0.08718593
0.08732273,0.08307334
0.084227495,0.083215415
0.08427977,0.0803457
0.08428034,0.08051432
0.08435282,0.080638826
0.08511841,0.08120349
0.08308811,0.08099418
0.08104436,0.079352774
