Date,Open,High,Low,Close,Volume
2010-07-12,107.6,108.24,107.15,108.03,131283600.0
2010-07-13,109.15,110.09,108.93,109.66,213025900.0
2010-07-14,109.31,110.08,108.86,109.651,184426700.0
2010-07-15,109.61,110.06,108.17,109.68,232337900.0
2010-07-16,109.09,109.2059,106.45,106.66,282693300.0
2010-07-19,107.05,107.63,106.22,107.29,186709000.0
2010-07-20,105.87,108.56,105.82,108.48,258162300.0
2010-07-21,109.04,109.07,106.63,107.07,264526900.0
2010-07-22,108.34,109.94,108.33,109.461,274781300.0
2010-07-23,109.24,110.57,108.93,110.41,222020800.0
2010-07-26,110.6,111.67,110.29,111.56,182126500.0
2010-07-27,112.17,112.29,111.11,111.55,204855600.0
2010-07-28,111.32,111.66,110.46,110.83,163056200.0
2010-07-29,111.52,111.82,109.41,110.29,220149000.0
2010-07-30,109.17,110.86,108.98,110.27,220070500.0
2010-08-02,111.99,112.94,111.54,112.76,188263200.0
2010-08-03,112.48,112.77,111.85,112.22,146657200.0
2010-08-04,112.53,113.11,112.16,112.97,158171600.0
2010-08-05,112.25,112.91,112.08,112.85,140473700.0
2010-08-06,111.74,112.57,110.92,112.392,239728200.0
2010-08-09,112.92,113.18,112.32,112.992,120800400.0
2010-08-10,112.03,112.98,111.3701,112.375,242916200.0
2010-08-11,110.65,110.69,109.12,109.3,273408200.0
2010-08-12,107.65,109.02,107.6,108.63,239542600.0
2010-08-13,108.29,108.96,108.18,108.31,158698500.0
2010-08-16,107.57,108.61,107.18,108.26,147895200.0
2010-08-17,109.19,110.39,108.88,109.59,172270200.0
2010-08-18,109.54,110.38,108.91,109.79,182922100.0
2010-08-19,109.22,109.49,107.43,107.88,265847600.0
2010-08-20,107.56,107.9376,106.7499,107.53,209714100.0
2010-08-23,108.04,108.57,107.07,107.1236,163490200.0
2010-08-24,105.95,106.39,104.97,105.53,280795600.0
2010-08-25,104.95,106.34,104.29,105.94,272330700.0
2010-08-26,106.44,106.58,104.88,105.23,224492700.0
2010-08-27,105.89,106.97,104.31,106.86,272704100.0
2010-08-30,106.58,106.91,105.3,105.311,167238600.0
2010-08-31,104.92,105.98,104.49,105.31,273933000.0
2010-09-01,106.73,108.61,106.66,108.46,267834900.0
2010-09-02,108.72,109.49,108.49,109.47,156112100.0
2010-09-03,110.54,110.99,109.95,110.89,212197200.0
2010-09-07,110.37,110.51,109.55,109.64,141973700.0
2010-09-08,109.86,110.85,109.81,110.41,150268900.0
2010-09-09,111.65,111.68,110.62,110.92,147017900.0
2010-09-10,111.12,111.61,110.87,111.482,127818900.0
2010-09-13,112.58,112.95,112.13,112.72,178503400.0
2010-09-14,112.5,113.29,112.08,112.65,209823600.0
2010-09-15,112.32,113.21,111.98,113.08,168608300.0
2010-09-16,112.73,113.12,112.35,113.05,199962900.0
2010-09-17,113.04,113.15,112.18,112.49,195836800.0
