Date,Open,High,Low,Close,Volume
2013-10-18,173.86,174.50999,173.50999,174.388,138315700.0
2013-10-21,174.45,174.75,174.00999,174.39999,104103600.0
2013-10-22,174.91,175.92999,174.42619,175.41,126663200.0
2013-10-23,174.81,174.89,173.96001,174.57001,105484400.0
2013-10-24,174.92,175.37,174.50999,175.14999,70350400.0
2013-10-25,175.50999,176.0,175.17,175.95,93625100.0
2013-10-28,175.89,176.47,175.7,176.23,84979000.0
2013-10-29,176.63,177.24001,176.38,177.17,87401400.0
2013-10-30,177.38,177.50999,175.66,176.28999,140001800.0
2013-10-31,176.14999,176.89,175.53,175.78999,133795400.0
2013-11-01,176.02,176.61,175.22,176.21001,142805100.0
2013-11-04,176.69,176.89999,175.9825,176.83,85676700.0
2013-11-05,176.14,176.75,175.57001,176.27,85824700.0
2013-11-06,177.03,177.5,176.53999,177.17,87347700.0
2013-11-07,177.5,177.64,174.75999,174.92999,157000400.0
2013-11-08,174.87,177.31,174.85001,177.28999,136712600.0
2013-11-11,177.12,177.53,176.91,177.32001,62614300.0
2013-11-12,176.94,177.36,176.37,176.96001,83989600.0
2013-11-13,176.09,178.4261,176.09,178.38,103844200.0
2013-11-14,178.53999,179.42,178.25,179.27,103435200.0
2013-11-15,179.56,180.12,179.33,180.05,102818200.0
2013-11-18,180.35001,180.5,179.02,179.42,104796000.0
2013-11-19,179.33,179.87,178.72,179.03,93891400.0
2013-11-20,179.39,179.92999,177.98,178.47,124908600.0
2013-11-21,178.97,180.05,178.86,179.91,92841200.0
2013-11-22,179.98,180.83,179.77,180.81,81295900.0
2013-11-25,181.13,181.17,180.37,180.63,79485700.0
2013-11-26,180.72,181.22,180.405,180.67999,86993600.0
2013-11-27,180.87,181.24001,180.64999,181.12,58800100.0
2013-11-29,181.32001,181.75,180.8,181.0,55870900.0
2013-12-02,181.09,181.42999,180.25,180.53,99725700.0
2013-12-03,179.94,180.39,179.17,179.75,116563300.0
2013-12-04,179.10001,180.48,178.35001,179.73,123032600.0
2013-12-05,179.41,179.74001,178.7701,178.94,106934100.0
2013-12-06,180.67,181.11,180.14999,180.94,127727500.0
2013-12-09,181.47,181.67,181.16,181.39999,70123600.0
2013-12-10,180.98,181.36,180.63499,180.75,80976200.0
2013-12-11,180.81,180.85001,178.5,178.72,130590800.0
2013-12-12,178.64,178.86,177.75999,178.13,115564800.0
2013-12-13,178.5,178.66,177.77,178.11,107807600.0
2013-12-16,178.95,179.81,178.89999,179.216,96194800.0
2013-12-17,179.36,179.41,178.25,178.64999,89886200.0
2013-12-18,178.92,181.73,177.32001,181.7,234906500.0
2013-12-19,181.19,181.7,180.71001,181.49001,136298900.0
2013-12-20,180.67,181.99001,180.5683,181.56,197086900.0
2013-12-23,182.41,182.64,182.065,182.53,85597600.0
2013-12-24,182.53999,183.00999,182.53,182.92999,45368800.0
2013-12-26,183.34,183.96001,183.32001,183.855,63365200.0
2013-12-27,184.10001,184.17999,183.66,183.845,61813800.0
2013-12-30,183.87,184.02,183.58,183.82001,56857500.0
2013-12-31,184.07001,184.69,183.92999,184.69,86247600.0
2014-01-02,183.98,184.07001,182.48,182.92,119636800.0
2014-01-03,183.21001,183.60001,182.63,182.88499,81390500.0
2014-01-06,183.47,183.56,182.08,182.36,108028100.0
2014-01-07,183.09,183.78999,182.95,183.48,86144200.0
2014-01-08,183.45,183.83,182.89,183.52,96582200.0
2014-01-09,184.10001,184.13,182.795,183.64,90683300.0
2014-01-10,183.95,184.22,183.00999,184.14,102026300.0
2014-01-13,183.71001,184.17999,181.34,181.685,149891900.0
2014-01-14,182.28,183.77,181.95,183.67,105016100.0
2014-01-15,184.10001,184.94,183.71021,184.66,98525700.0
2014-01-16,184.28,184.6618,183.83,184.42,72290500.0
2014-01-17,184.10001,184.45,183.32001,183.63499,107848600.0
2014-01-21,184.7,184.77,183.05,184.17999,88621100.0
2014-01-22,184.49001,184.57001,183.91,184.3,61270800.0
2014-01-23,183.36,183.39999,181.82001,182.78999,132496900.0
2014-01-24,181.60001,181.66,178.83,178.89,208677100.0
2014-01-27,179.06,179.52,177.12,178.00999,180843000.0
2014-01-28,178.14,179.3,178.12,179.07001,110463100.0
2014-01-29,177.56,178.55,176.88,177.35001,216597200.0
2014-01-30,178.86,179.81,178.25999,179.23,118938100.0
2014-01-31,177.02,179.28999,176.92,178.17999,194677900.0
2014-02-03,177.95,178.37,173.83,174.17,254837000.0
2014-02-04,174.95,175.84,174.1055,175.38499,165012400.0
2014-02-05,174.78999,175.56,173.71001,175.17,164230500.0
2014-02-06,175.58,177.48,175.2209,177.48,132877500.0
2014-02-07,178.31,179.87,177.73,179.67999,170787200.0
2014-02-10,179.7,180.07001,179.21001,180.00999,92218700.0
2014-02-11,180.16,182.439,180.03889,181.98,117814000.0
2014-02-12,182.22,182.83,181.705,182.07001,94717600.0
2014-02-13,180.84,183.2,180.83,183.00999,100542100.0
2014-02-14,182.84,184.36,182.67,184.02,96498300.0
2014-02-18,184.19,184.49001,183.64999,184.24001,80460900.0
2014-02-19,183.75999,184.95,182.87,183.02,126524200.0
2014-02-20,183.27,184.52,182.60001,184.10001,104998100.0
2014-02-21,184.49001,184.89,183.8,183.89,118116400.0
2014-02-24,184.28,186.14999,184.2,184.91,114063900.0
2014-02-25,185.03,185.59,184.23,184.84,117084900.0
2014-02-26,185.11,185.60001,184.33,184.85001,98677100.0
2014-02-27,184.59,185.87,184.37,185.82001,93880700.0
2014-02-28,185.78999,187.14999,185.05,186.28999,150842000.0
2014-03-03,184.69,185.45,183.75,184.98,167748455.0
2014-03-04,186.75,187.98,186.75,187.58,167545852.0
2014-03-05,187.72,188.07001,187.45,187.75,88376859.0
2014-03-06,188.21001,188.61,187.7796,188.17999,82516500.0
2014-03-07,188.87,188.96001,187.42999,188.25999,114513432.0
2014-03-10,187.94,188.23,187.08,188.16,74939176.0
2014-03-11,188.44,188.71001,186.8,187.23,99009013.0
2014-03-12,186.32001,187.35001,185.89999,187.28,104824323.0
2014-03-13,187.84,187.99001,184.66,185.17999,155014237.0
2014-03-14,184.8,185.8,184.44,184.66,153919598.0
2014-03-17,185.59,186.77,185.50999,186.33,98359454.0
2014-03-18,186.71001,187.91,186.50999,187.66,101804519.0
2014-03-19,187.7,187.94,185.47,186.66,176267253.0
2014-03-20,186.25,187.89,185.92,187.74699,117240972.0
2014-03-21,187.72,189.0239,186.03,186.2,163127905.0
2014-03-24,186.82001,187.07001,184.62,185.42999,121411145.0
2014-03-25,186.37,186.94,185.27,186.31,103851737.0
2014-03-26,187.03,187.34,184.92,184.97,119842897.0
2014-03-27,184.77,185.34,183.89999,184.58,142382757.0
2014-03-28,185.105,186.42,185.0,185.49001,101641547.0
2014-03-31,186.64999,187.3,185.52161,187.00999,99744911.0
2014-04-01,187.62,188.36,187.0015,188.25,89193125.0
2014-04-02,188.5,189.13,188.14,188.88,78773818.0
2014-04-03,189.17,189.22,188.05,188.63,77435320.0
2014-04-04,189.64,189.7,186.10001,186.39999,169380705.0
2014-04-07,185.89999,186.25999,183.96001,184.34,140802699.0
2014-04-08,184.21001,185.39999,183.59,185.10001,112659755.0
2014-04-09,185.60001,187.14999,185.06,187.09,100253612.0
2014-04-10,187.09,187.17,182.92999,183.155,172959331.0
2014-04-11,182.17,183.42,181.31,181.50999,167250792.0
2014-04-14,182.92999,183.37,181.44,182.94009,132381601.0
2014-04-15,183.32001,184.33,181.50999,184.2,157092533.0
2014-04-16,185.47,186.14,184.64999,186.125,105196633.0
2014-04-17,185.88,186.91,185.56,186.39,105254649.0
2014-04-21,186.44,187.10001,186.21001,187.03999,68329343.0
2014-04-22,187.23,188.39999,187.13,187.89,85790307.0
2014-04-23,187.81,187.92,187.3,187.45,73869384.0
2014-04-24,188.37,188.39,186.92999,187.83,88169916.0
2014-04-25,187.21001,187.33,185.87,186.28999,100380205.0
2014-04-28,187.05,187.69,184.96001,186.875,135121094.0
2014-04-29,187.48,188.03999,187.08,187.75,84097551.0
2014-04-30,187.44,188.5,187.17999,188.31,101507717.0
2014-05-01,188.22,188.84,187.73,188.325,93019095.0
2014-05-02,188.31,189.14,187.78,188.06,98121662.0
2014-05-05,187.14,188.55,186.62,188.42,75882739.0
2014-05-06,188.0,188.13,186.74001,186.78,85454226.0
2014-05-07,187.42999,187.97,186.00999,187.88,106500480.0
2014-05-08,187.67,189.05,187.08,187.675,93617513.0
2014-05-09,187.69,188.03999,186.83,187.96001,83678568.0
2014-05-12,188.75999,189.88,187.99921,189.785,86940045.0
2014-05-13,190.03,190.42,189.77,189.96001,66453965.0
2014-05-14,189.78999,189.88,188.78999,189.06,72366848.0
2014-05-15,188.67,188.72,186.48,187.39999,154956399.0
2014-05-16,187.50999,188.13,186.72,188.05,97457678.0
2014-05-19,187.69,188.89,187.52,188.74001,63839398.0
2014-05-20,188.645,188.67,187.07001,187.55,111644478.0
2014-05-21,188.10001,189.22,188.06,189.13,89093285.0
2014-05-22,189.17999,189.98,188.86,189.59,61549345.0
2014-05-23,189.75,190.48,189.5858,190.35001,60156088.0
2014-05-27,191.05,191.58,190.95,191.52,72010355.0
2014-05-28,191.52,191.82001,191.06,191.38,66722865.0
2014-05-29,191.82001,192.39999,191.33,192.37,64376573.0
2014-05-30,192.19,192.8,192.03,192.67999,76315640.0
2014-06-02,192.95,192.99001,191.97,192.895,64655648.0
2014-06-03,192.39999,192.89999,192.25,192.8,65047193.0
2014-06-04,192.47,193.3,192.265,193.19,55529372.0
2014-06-05,193.41,194.64999,192.7,194.45,92102592.0
2014-06-06,194.87,195.42999,194.78,195.375,78696219.0
2014-06-09,195.35001,196.05,195.17,195.58,65118828.0
2014-06-10,195.33,195.64,194.92,195.60001,57129440.0
2014-06-11,194.89999,195.12,194.48,194.92,68772479.0
2014-06-12,194.64999,194.8,193.11,193.53999,106350200.0
2014-06-13,193.89999,194.32001,193.3,194.13,82017278.0
2014-06-16,193.89,194.7,193.66,194.28999,87424332.0
2014-06-17,194.02,194.97,193.81,194.83,84833876.0
2014-06-18,194.83,196.37,194.39999,196.255,105266767.0
2014-06-19,196.42999,196.60001,195.8,196.48,85928920.0
2014-06-20,196.03,196.1039,195.7,195.94,100587108.0
2014-06-23,195.97,196.05,195.52,195.88,70611486.0
2014-06-24,195.53,196.5,194.48,194.7,96236917.0
2014-06-25,194.25,195.78101,194.25,195.58,82781912.0
2014-06-26,195.61,195.63,194.13,195.44,84311822.0
2014-06-27,194.98,195.88,194.88499,195.82001,71453616.0
2014-06-30,195.7,196.16499,195.53,195.72,70504228.0
2014-07-01,196.19,197.63,196.13,197.03,90470121.0
2014-07-02,197.05,197.48,196.96001,197.23,52474832.0
2014-07-03,197.78999,198.28999,197.64,198.2,52938832.0
2014-07-07,197.82001,197.98,197.22,197.50999,61696447.0
2014-07-08,197.14999,197.22,195.75999,196.24001,108142552.0
2014-07-09,196.73,197.295,196.31,197.12,72992322.0
2014-07-10,195.22,196.86,195.06,196.34,99040407.0
2014-07-11,196.22,196.75,195.78,196.61,64243410.0
2014-07-14,197.61,197.86,197.44,197.60001,58657919.0
2014-07-15,197.72,198.10001,196.36,197.23,111346230.0
2014-07-16,198.11,198.25999,197.42,197.96001,80073242.0
2014-07-17,197.35001,198.10001,195.42999,195.71001,145398459.0
2014-07-18,196.35001,197.91,196.24001,197.7099,124330419.0
2014-07-21,197.09,197.5,196.42999,197.34,67591618.0
2014-07-22,198.00999,198.56,197.87,198.2,67677602.0
2014-07-23,198.495,198.85001,198.10001,198.64,65611830.0
2014-07-24,198.83,199.06,198.45,198.64999,56888093.0
2014-07-25,198.09,198.25999,197.33,197.72,76837257.0
2014-07-28,197.75999,198.09,196.62,197.8,69258785.0
2014-07-29,198.17,198.45,196.92,196.95,80466351.0
2014-07-30,197.64999,197.91,196.16,196.98,104222452.0
2014-07-31,195.61,195.78,192.97,193.09,183479441.0
2014-08-01,192.56,193.75999,191.57001,192.5,189260864.0
2014-08-04,192.87,194.3,192.05,193.89,91340487.0
2014-08-05,193.10001,193.60001,191.31,192.00999,152690379.0
2014-08-06,191.11,192.89,191.08,192.07001,94818317.0
2014-08-07,192.935,193.13,190.55,191.03,135733421.0
2014-08-08,191.46001,193.37,190.95,193.24001,117014384.0
2014-08-11,193.965,194.66,193.71001,193.795,74543691.0
2014-08-12,193.61,194.14999,192.94,193.53,73631640.0
2014-08-13,194.28999,195.06,193.96001,194.84,69046544.0
2014-08-14,195.16,195.75999,194.98,195.75999,57370793.0
2014-08-15,196.47,196.64999,194.31,195.72,139950669.0
2014-08-18,196.8,197.45,196.69,197.36,75424360.0
2014-08-19,197.84,198.53999,197.4426,198.39,59134709.0
2014-08-20,198.12,199.16,198.08,198.92,72762541.0
2014-08-21,199.09,199.75999,198.92999,199.5,67790690.0
2014-08-22,199.34,199.69,198.74001,199.19,76107359.0
2014-08-25,200.14,200.59489,199.15021,200.2,63855022.0
2014-08-26,200.33,200.82001,200.28,200.33,47298324.0
2014-08-27,200.42999,200.57001,199.94,200.25,47873708.0
2014-08-28,199.59,200.27,199.39,200.14,58330373.0
2014-08-29,200.45,200.73,199.82001,200.71001,65906598.0
2014-09-02,200.97,200.995,199.86,200.61,72425793.0
2014-09-03,201.38,201.41,200.22,200.5,57461742.0
2014-09-04,200.84,201.58,199.66,200.2101,85236442.0
2014-09-05,200.17,201.19,199.41,201.11,102176784.0
2014-09-08,200.92,201.21001,200.0,200.59,64145745.0
2014-09-09,200.41,200.55,198.91,199.32001,88590876.0
2014-09-10,199.42999,200.2,198.77,200.07001,67251103.0
2014-09-11,199.27,200.33,199.12,200.3,66823558.0
2014-09-12,200.10001,200.12,198.56,199.13,117478516.0
2014-09-15,199.16,199.32001,198.38,198.981,76401421.0
2014-09-16,198.61,200.84,198.5,200.48,116200722.0
2014-09-17,200.77,201.67999,199.75,200.75,151265896.0
2014-09-18,201.36,201.85001,201.10001,201.82001,94990300.0
2014-09-19,201.52,201.899,200.28999,200.7,121649147.0
2014-09-22,200.35001,200.38,198.73,199.14999,125552758.0
2014-09-23,198.42999,199.25999,197.95,198.00999,111393319.0
2014-09-24,198.03999,199.69,197.52,199.56,107275635.0
2014-09-25,199.03999,199.05,196.27,196.34,150300028.0
2014-09-26,196.7,198.39,196.42,197.89999,103546740.0
2014-09-29,196.2,197.89,196.05,197.53999,95111605.0
2014-09-30,197.69,198.3,196.61,197.02,131302082.0
2014-10-01,196.7,196.77,193.91,194.35001,177797862.0
2014-10-02,194.17999,195.05499,192.35001,194.38,157285182.0
2014-10-03,195.67999,196.94,195.08,196.52,121568769.0
2014-10-06,197.34,197.60001,195.582,196.28999,104778335.0
2014-10-07,195.28,195.72,193.22,193.25999,147913498.0
2014-10-08,193.37,196.92,192.36,196.64,186461453.0
2014-10-09,196.33,196.60001,192.58,192.74001,210704601.0
2014-10-10,192.69,193.64999,190.49001,190.53999,221908954.0
2014-10-13,190.46001,191.14999,187.3,187.4099,230938833.0
2014-10-14,188.42,189.82001,187.03999,187.7,215846527.0
2014-10-15,185.16,187.694,181.92,186.42999,380714598.0
2014-10-16,183.06,187.58,182.89,186.27,270391488.0
2014-10-17,188.42,189.75,187.62,188.47,214624921.0
2014-10-20,188.13,190.45,188.07001,190.3,130010813.0
2014-10-21,191.67999,194.2,191.48,194.07001,154948579.0
2014-10-22,194.41,194.91,192.61,192.69,151822409.0
2014-10-23,194.62,196.2,194.25999,194.92999,154944169.0
2014-10-24,195.25,196.49001,194.49001,196.42999,117927286.0
2014-10-27,195.73,196.45,195.03,196.16,82953689.0
2014-10-28,196.82001,198.42,196.73,198.41,106735936.0
2014-10-29,198.55,199.12,196.8,198.11,142557417.0
2014-10-30,197.58,199.95,197.39999,199.38,113329976.0
2014-10-31,201.78,201.82001,200.77,201.66,146902554.0
2014-11-03,201.92,202.45,201.30499,201.77,93734143.0
2014-11-04,201.23,201.60001,200.06,201.07001,93342777.0
2014-11-05,202.53999,202.59,201.45,202.34,91708574.0
2014-11-06,202.39,203.25999,201.64,203.14999,107089076.0
2014-11-07,203.17,203.5999,202.61,203.34,89539712.0
2014-11-10,203.38,204.03999,203.13,203.98,66318964.0
2014-11-11,204.05499,204.31,203.64999,204.175,54499375.0
2014-11-12,203.35001,204.24001,203.31,203.96001,90120295.0
2014-11-13,204.16,204.83,203.21001,204.19,85357918.0
2014-11-14,204.10001,204.49001,203.72,204.24001,80417514.0
2014-11-17,203.85001,204.58,203.64999,204.37,80440954.0
2014-11-18,204.44,205.92,204.44,205.55,76068107.0
2014-11-19,205.31,205.55,204.3,205.22,82373009.0
2014-11-20,204.25999,205.71001,204.17999,205.58,72840326.0
2014-11-21,207.64,207.8445,205.98,206.67999,142327285.0
2014-11-24,207.17,207.39,206.91,207.25999,65880759.0
2014-11-25,207.53999,207.78999,206.8,207.11,79108301.0
2014-11-26,207.28999,207.75999,207.03,207.64,62167832.0
2014-11-28,207.49001,207.87,206.91,207.2,57890088.0
2014-12-01,206.39999,206.53999,205.38,205.75999,103968354.0
2014-12-02,205.81,207.34,205.782,207.08501,74507192.0
2014-12-03,207.3,208.14999,207.10001,207.89,68951968.0
2014-12-04,207.53999,208.265,206.7,207.66,91316591.0
2014-12-05,207.87,208.47,207.55,208.0,91025470.0
2014-12-08,207.52,208.12,205.92999,206.61,108588152.0
2014-12-09,204.37,206.60001,203.91,206.47,125180054.0
2014-12-10,205.91,205.98,202.92999,203.1601,159856394.0
2014-12-11,203.88,206.19,203.71001,204.19,159012805.0
2014-12-12,202.64,203.819,200.85001,200.89,202330191.0
2014-12-15,201.98,202.53,198.78,199.50999,189965750.0
2014-12-16,198.58,202.395,197.86,197.91,259543848.0
2014-12-17,198.44,202.34,198.28999,201.78999,253910092.0
2014-12-18,204.74001,212.97,203.92,206.78,257633887.0
2014-12-19,206.42999,207.33,205.6109,206.52,245084590.0
2014-12-22,206.75,207.47,206.46001,207.47,148318934.0
2014-12-23,208.17,208.23,207.39909,207.75,122167931.0
2014-12-24,208.02,208.34,207.72,207.77,42963399.0
2014-12-26,208.31,208.85001,208.25,208.44,57326703.0
2014-12-29,208.22,208.97,208.14,208.72,79643948.0
2014-12-30,208.21001,208.37,207.50999,207.60001,73540761.0
2014-12-31,207.99001,208.19,205.39,205.53999,130333829.0
2015-01-02,206.38,206.88,204.17999,205.42999,121465865.0
2015-01-05,204.17,204.37,201.35001,201.72,169632646.0
2015-01-06,202.09,202.72,198.855,199.82001,209151408.0
2015-01-07,201.42,202.72,200.88,202.31,125346709.0
2015-01-08,204.00999,206.16,203.99001,205.89999,147217784.0
2015-01-09,206.39999,206.42,203.50999,204.25,158567288.0
2015-01-12,204.41,204.60001,201.92,202.64999,144396067.0
2015-01-13,204.12,205.48,200.50999,202.08,214553306.0
2015-01-14,199.64999,201.10001,198.57001,200.86,192991092.0
2015-01-15,201.63,202.00999,198.88,199.0199,176613906.0
2015-01-16,198.77,201.82001,198.55,201.63,211879605.0
2015-01-20,202.39999,202.72,200.17,202.05499,130991069.0
2015-01-21,201.5,203.66,200.94,203.08,122942707.0
2015-01-22,203.99001,206.25999,202.33,206.10001,174356029.0
2015-01-23,205.78999,206.10001,204.81,204.97,117516753.0
2015-01-26,204.71001,205.56,203.85001,205.45,92009711.0
2015-01-27,202.97,204.12,201.74001,202.74001,134044598.0
2015-01-28,204.17,204.28999,199.91,200.14,168514312.0
2015-01-29,200.38,202.3,198.67999,201.9902,173585424.0
2015-01-30,200.57001,202.17,199.13,199.45,197729724.0
2015-02-02,200.05,202.03,197.86,201.92,163106969.0
2015-02-03,203.0,204.85001,202.55,204.84,124212881.0
2015-02-04,203.92,205.38,203.50999,204.06,134306728.0
2015-02-05,204.86,206.3,204.77,206.12,97953181.0
2015-02-06,206.56,207.24001,204.92,205.55,125672026.0
2015-02-09,204.77,205.64,204.13499,204.63,87219016.0
2015-02-10,205.88,207.12,204.6801,206.81,96164183.0
2015-02-11,206.61,207.45,205.83,206.92999,91087785.0
2015-02-12,207.89,208.99001,206.9727,208.92,97545949.0
2015-02-13,209.07001,209.84,208.75999,209.78,93670430.0
2015-02-17,209.39999,210.32001,209.10001,210.11,76968199.0
2015-02-18,209.66,210.22,209.3401,210.13,80652941.0
2015-02-19,209.41,210.42,209.24001,209.98,91462491.0
2015-02-20,209.48,211.33,208.73,211.239,140896392.0
2015-02-23,210.94,211.21001,210.48,211.209,74411054.0
2015-02-24,211.12,212.05,210.75999,211.81,72472263.0
2015-02-25,211.66,212.24001,211.22,211.63,73061687.0
2015-02-26,211.52,211.71001,210.64999,211.38,72697868.0
2015-02-27,211.25999,211.58,210.60001,210.66,108075972.0
2015-03-02,210.78,212.06,210.72,211.99001,87491428.0
2015-03-03,211.47,212.054,210.08,211.12,110325809.0
2015-03-04,210.39999,210.49001,209.06,210.2301,114497192.0
2015-03-05,210.62,210.8,209.85001,210.46001,76872957.0
2015-03-06,209.42,209.94,207.10001,207.5,188127982.0
2015-03-09,207.74001,208.78999,207.5459,208.36,89818893.0
2015-03-10,206.71001,206.81,204.92999,204.98,157121263.0
2015-03-11,205.28999,205.5,204.39999,204.5,110145718.0
2015-03-12,205.25999,207.175,205.2,207.10001,93993523.0
2015-03-13,206.77,207.93381,204.58,205.82719,162410893.0
2015-03-16,206.71001,208.69,205.86411,208.58,136099192.0
2015-03-17,207.69,208.42,206.98,207.96001,94510422.0
2015-03-18,207.39,211.27,206.62,210.46001,228808524.0
2015-03-19,209.96001,210.4697,209.03,209.5,117917302.0
2015-03-20,209.71001,211.02,209.4903,210.41,177715081.0
2015-03-23,210.42,211.11,210.0,210.0,71784536.0
2015-03-24,209.85001,210.39999,208.74001,208.82001,77805321.0
2015-03-25,209.07001,209.35001,205.71001,205.75999,159521708.0
2015-03-26,204.96001,206.37,204.12,205.27,153067241.0
2015-03-27,205.13,205.95,204.89999,205.74001,118938966.0
2015-03-30,206.98,208.61,206.96001,208.25,96180365.0
2015-03-31,207.25999,208.10001,206.36,206.42999,126768703.0
2015-04-01,206.39,206.42,204.50999,205.7,137303584.0
2015-04-02,205.62,206.98,205.39999,206.435,86900906.0
2015-04-06,205.37,208.45,205.21001,207.83,114368155.0
2015-04-07,207.855,208.75999,207.24001,207.28,81236337.0
2015-04-08,207.55,208.50999,207.08,207.97501,89351939.0
2015-04-09,207.78,209.17999,207.19,208.89999,85548854.0
2015-04-10,209.2,210.09,208.96001,210.03999,72722915.0
2015-04-13,209.87,210.63,209.03,209.09,74436594.0
2015-04-14,208.85001,209.71001,208.10001,209.49001,75099866.0
2015-04-15,210.05,211.03999,209.95,210.42999,99529320.0
2015-04-16,210.03,210.98,209.7928,210.37,68934864.0
2015-04-17,208.94,209.23,207.00999,207.95,191113230.0
2015-04-20,209.06,210.25,208.96001,209.85001,92189481.0
2015-04-21,210.67,210.86,209.24001,209.60001,72559831.0
2015-04-22,210.00999,210.85001,208.89999,210.63,78264616.0
2015-04-23,210.14999,211.94,210.00999,211.16,102585942.0
2015-04-24,211.66,211.97,211.11,211.6499,61327387.0
2015-04-27,212.33,212.48,210.53999,210.77,79358126.0
2015-04-28,210.74001,211.5,209.33009,211.44,86863531.0
2015-04-29,210.37,211.28999,209.60001,210.57001,125684903.0
2015-04-30,209.88,210.35001,207.62,208.46001,161304890.0
2015-05-01,209.39999,210.77,209.28,210.72,103399711.0
2015-05-04,211.23,212.02,211.10001,211.32001,70927235.0
2015-05-05,211.03,211.46001,208.73,208.89999,113326156.0
2015-05-06,209.56,209.92999,206.75999,208.03999,135060151.0
2015-05-07,207.92,209.38,207.52,208.87,88244940.0
2015-05-08,210.88,211.86,210.78,211.62,155877260.0
2015-05-11,211.57001,211.89,210.52,210.605,75708065.0
2015-05-12,209.61,210.63,208.62,209.98,119727592.0
2015-05-13,210.47,211.22,209.74001,210.02,94667943.0
2015-05-14,211.24001,212.32001,210.91,212.21001,95934006.0
2015-05-15,212.44,212.61,211.86,212.44,76510099.0
2015-05-18,212.24001,213.39999,212.16,213.10001,74549685.0
2015-05-19,213.24001,213.57001,212.69,213.03,72114610.0
2015-05-20,213.14999,213.78,212.504,212.88,76857530.0
2015-05-21,212.71001,213.75,212.50999,213.5,64764585.0
2015-05-22,213.03999,213.53999,212.91,212.99001,57433495.0
2015-05-26,212.39999,212.90891,210.2,210.7,124308584.0
2015-05-27,211.25,212.98,210.7612,212.7,93213981.0
2015-05-28,212.33,212.59,211.63,212.46001,74974560.0
2015-05-29,212.38,212.42999,210.82001,211.14,124919611.0
2015-06-01,211.94,212.34,210.62,211.57001,93338750.0
2015-06-02,211.02,212.19,210.27,211.36,91531012.0
2015-06-03,212.0,212.67,211.33009,211.92,87820909.0
2015-06-04,211.07001,211.85899,209.75,210.1292,151882820.0
2015-06-05,209.95,210.58,208.98,209.77,121704676.0
2015-06-08,209.64,209.82001,208.39,208.48,89063330.0
2015-06-09,208.45,209.10001,207.69,208.45,105034690.0
2015-06-10,209.37,211.41,209.29871,210.95,134551285.0
2015-06-11,211.48,212.09,211.2,211.63,73876447.0
2015-06-12,210.64,211.48199,209.67999,210.00999,135382369.0
2015-06-15,208.64,209.45,207.78999,209.11,124384184.0
2015-06-16,208.92999,210.35001,208.72,210.25,85308227.0
2015-06-17,210.59,211.32001,209.36,210.59,126708635.0
2015-06-18,211.31,213.34,210.6315,212.78,165867949.0
2015-06-19,211.46001,211.55,210.36,210.81,130478689.0
2015-06-22,211.905,212.59,211.64,211.89,70696027.0
2015-06-23,212.14,212.44,211.57001,212.03999,68476797.0
2015-06-24,211.72,212.17,210.47,210.5,92307318.0
2015-06-25,211.10001,211.25,209.77,209.86,97107361.0
2015-06-26,210.28999,210.58,209.16,209.82001,104174840.0
2015-06-29,208.045,209.828,205.33,205.42,202621332.0
2015-06-30,207.25999,207.32001,205.28,205.85001,182925106.0
2015-07-01,207.73,208.03,206.56,207.5,135979873.0
2015-07-02,208.07001,208.27,206.81,207.31,104373652.0
2015-07-06,205.77,207.64999,205.53,206.72,117975369.0
2015-07-07,206.96001,208.17,204.11,208.02,173820249.0
2015-07-08,206.45,206.7645,204.25,204.53,164020059.0
2015-07-09,207.03999,207.35001,204.77,204.89999,144113107.0
2015-07-10,207.28999,207.98,204.95171,207.48,129456890.0
2015-07-13,208.99001,209.89999,208.94,209.77,106069400.0
2015-07-14,209.72,211.05,209.64999,210.67999,81709575.0
2015-07-15,210.73,211.28,210.03999,210.61,97914141.0
2015-07-16,211.87,212.3,211.58,212.3,106683266.0
2015-07-17,212.28999,212.55,211.8,212.48,89029973.0
2015-07-20,212.75,213.17999,212.21001,212.59,70446821.0
2015-07-21,212.42999,212.74001,211.39,211.75,77965048.0
2015-07-22,210.92999,211.77,210.89,211.37,88667920.0
2015-07-23,211.53,211.64999,209.75,210.17999,90509128.0
2015-07-24,210.3,210.37,207.60001,208.0,117754979.0
2015-07-27,206.94,207.55,206.25999,206.78999,132361082.0
2015-07-28,207.78999,209.5,206.8,209.33,123544845.0
2015-07-29,209.48,211.03999,209.31,210.77,105791255.0
2015-07-30,210.16,211.02,209.42,210.82001,91304374.0
2015-07-31,211.42,211.45,210.16,210.5,103266857.0
2015-08-03,210.46001,210.53,208.64999,209.78999,113965728.0
2015-08-04,209.7,210.24831,208.8,209.38,81820823.0
2015-08-05,210.45,211.31,209.73,210.07001,85786817.0
2015-08-06,210.28999,210.41499,207.64999,208.35001,116030803.0
2015-08-07,208.16,208.34,206.87,207.95,117857956.0
2015-08-10,209.28,210.67,209.28,210.57001,80270676.0
2015-08-11,208.97,209.47,207.75999,208.67,126081377.0
2015-08-12,207.11,209.14,205.36,208.92,172123672.0
2015-08-13,208.73,209.55,208.00999,208.66,89383253.0
2015-08-14,208.42999,209.5087,208.25999,209.42,72786528.0
2015-08-17,208.71001,210.59,208.16,210.59,79072643.0
2015-08-18,210.25999,210.67999,209.69901,209.98,71692678.0
